Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Number of Beds,Inpatient Total Charges,Outpatient Total Charges,Total Salaries (adjusted),Total Income
50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,370,"$2,137,048,622","$920,647,298","$245,996,752","$51,442,607"
50528,MEMORIAL HOSPITAL - LOS BANOS,520 WEST I STREET,LOS BANOS,CA,93635-,MERCED,40,"$42,423,588","$119,403,959","$14,510,615","$28,993,142"
50557,MEMORIAL HOSPITAL MODESTO,1700 COFFEE ROAD,MODESTO,CA,95355-,STANISLAUS,423,"$896,747,823","$609,809,737","$124,940,822","$82,187,515"
50599,UC DAVIS MEDICAL CENTER,2315 STOCKTON BLVD,SACRAMENTO,CA,95817,SACRAMENTO,586,"$5,480,580,019","$3,206,596,584","$898,516,506","$79,984,997"
50616,ST. JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVENUE,CAMARILLO,CA,93010,VENTURA,81,"$375,421,718","$157,621,285","$47,471,273","$1,342,789"
50697,PATIENTS HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,96001,SHASTA,10,"$8,972,314","$19,488,190","$3,049,292","-$681,801"
50708,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO STREET,FRESNO,CA,96710,FRESNO,27,"$101,349,688","$208,355,783","$20,850,180","$8,721,479"
50726,STANISLAUS SURGICAL,1421 OAKDALE ROAD,MODESTO,CA,95355,STANISLAUS,23,"$19,894,677","$105,585,146","$11,250,362","-$542,280"
50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO,MONTCLAIR,CA,91763,SAN BERNARDINO,102,"$142,566,419","$96,365,968","$19,278,164","$7,323,228"
50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,249,"$967,774,345","$443,132,097","$108,155,515","-$47,509,832"
50770,LLUMC MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,112,"$605,606,367","$400,684,493","$64,062,382","-$19,589,599"
50772,KFH - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661-3027,PLACER,336,"$1,215,127,596","$957,510,100","$248,230,869","-$827,808,965"
50773,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,SAN LEANDRO,CA,94578,ALAMEDA,45,"$240,112,413","$193,954,440","$47,153,178","-$1,770,575"
50782,CASA COLINA HOSPITAL AND CENTERS FOR,255 E BONITA,POMONA,CA,91769-6001,LOS ANGELES,31,"$181,106,822","$39,056,271","$38,498,067","-$5,361,047"
60032,ROSE MEDICAL CENTER,4567 EAST NINTH AVENUE,DENVER,CO,80220,DENVER,231,"$985,224,227","$991,878,998","$71,052,851","$115,715,200"
60054,COMMUNITY HOSPITAL,2351 G ROAD,GRAND JUNCTION,CO,81505,MESA,53,"$97,019,748","$208,917,928","$47,895,452","-$570,343"
80006,NANTICOKE MEMORIAL HOSPITAL,801 MIDDLEFORD ROAD,SEAFORD,DE,19973,SUSSEX,94,"$130,209,199","$210,308,519","$45,807,666","$11,275,328"
80007,BEEBE MEDICAL CENTER,424 SAVANAH ROAD,LEWES,DE,19958-,SUSSEX,193,"$456,995,899","$636,295,346","$125,244,426","$37,688,564"
90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD STREET,WASHINGTON,DC,20037-2377,DC,329,"$1,611,246,645","$954,911,873","$170,311,530","$63,051,832"
120022,STRAUB CLINIC & HOSPITAL,888 S. KING STREET,HONOLULU,HI,96813-,HONOLULU,159,"$451,594,685","$588,898,068","$205,362,367","-$1,243,827"
120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701-,HONOLULU,118,"$311,202,666","$354,099,908","$81,673,790","$17,473,197"
140008,GOTTLIEB MEMORIAL HOSPITAL,8700 WEST NORTH AVENUE,MELROSE PARK,IL,60160,COOK,155,"$296,221,965","$266,102,570","$48,715,001","$2,708,167"
140011,HERRIN HOSPITAL,201 S. 14TH STREET,HERRIN,IL,62948,,85,"$233,968,785","$351,133,653","$45,808,055","$47,958,176"
140012,KATHERINE SHAW BETHEA,KATHERINE SHAW BETHEA HOSPITAL,DIXON,IL,61021,LEE,66,"$124,707,000","$298,737,241","$58,739,699","$5,094,505"
140015,BLESSING HOSPITAL,1005 BROADWAY,QUINCY,IL,62301,,228,"$557,427,848","$531,436,073","$115,017,331","$46,166,181"
140029,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,KANE,192,"$551,225,926","$978,662,779","$115,435,295","$27,436,000"
140030,ADVOCATE SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,255,"$661,070,143","$679,045,759","$99,945,516","$21,981,098"
140032,ST. ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE,EFFINGHAM,IL,62401,EFFINGHAM,133,"$112,911,054","$259,339,248","$43,893,210","$33,231,465"
140034,SSM HEALTH ST. MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801-,MARION,94,"$118,405,724","$178,822,868","$34,517,779","$11,430,186"
140043,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081-1279,WHITESIDE,93,"$158,373,276","$498,730,069","$96,243,348","$11,248,320"
140046,SSM HEALTH GOOD SAMARITAN HOSPITAL,1 GOOD SAMARITAN WAY,MT. VERNON,IL,62864,JEFFERSON,124,"$279,364,985","$266,925,621","$57,528,866","$7,945,846"
140053,ST. JOHNS HOSPITAL,800 EAST CARPENTER,SPRINGFIELD,IL,62769,SANGAMON,369,"$941,384,499","$832,105,532","$142,787,530","$27,060,181"
140054,MACNEAL HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,COOK,264,"$528,310,804","$794,209,375","$98,501,151","$37,647,730"
140058,PASSAVANT AREA HOSPITAL,1600 WEST WALNUT,JACKSONVILLE,IL,62650-1185,MORGAN,60,"$121,256,163","$242,754,565","$41,228,968","$20,685,138"
140062,PALOS COMMUNITY HOSPITAL,12251 S. 80TH AVENUE,PALOS HEIGHTS,IL,60463,COOK,377,"$829,432,368","$714,870,097","$156,440,769","$8,052,476"
140063,OAK PARK HOSPITAL,520 SOUTH MAPLE,OAK PARK,IL,60603-,COOK,165,"$137,879,255","$305,273,617","$59,429,019","$12,541,246"
140089,MCDONOUGH DISTRICT HOSPITAL,525 E. GRANT,MACOMB,IL,61455-,MCDONOUGH,45,"$40,093,684","$127,760,045","$38,107,249","-$244,617"
140093,PRESENCE UNITED SAMARITANS MEDICAL C,812 NORTH LOGAN AVENUE,DANVILLE,IL,61821,VERMILION,157,"$214,704,795","$341,141,816","$30,958,333","$38,267,210"
140095,SAINT ANTHONY HOSPITAL,2875 W. 19TH STREET,CHICAGO,IL,60623,COOK,109,"$141,834,277","$184,480,572","$53,659,683","$1,069,904"
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCAR,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,LA SALLE,87,"$91,402,800","$278,326,407","$38,654,995","$6,338,374"
140113,PRESENCE COVENANT MEDICAL CENTER,1400 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,169,"$337,270,658","$353,039,026","$38,897,874","$56,913,409"
140135,DECATUR MEMORIAL HOSPITAL,2300 N. EDWARD ST.,DECATUR,IL,62526,MACON,202,"$305,273,482","$580,304,371","$123,604,394","-$11,575,741"
140143,ST. MARGARETS HOSPITAL,600 EAST FIRST ST,SPRING VALLEY,IL,61362,BUREAU,56,"$54,298,796","$151,883,388","$36,337,550","$5,532,436"
140145,ST. JOSEPHS HOSPITAL,9515 HOLY CROSS LANE,BREESE,IL,62230,CLINTON,47,"$19,127,199","$108,762,700","$15,570,715","$13,571,251"
140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450-2958,RICHLAND,47,"$38,091,891","$115,351,944","$24,519,332","$901,659"
140148,MEMORIAL MEDICAL CENTER,701 NORTH FIRST STREET,SPRINGFIELD,IL,62781,SANGAMON,410,"$1,158,649,206","$1,013,184,793","$207,833,805","$63,705,208"
140158,MERCY HOSPITAL & MEDICAL CENTER,2525 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60616-2477,COOK,203,"$324,459,807","$293,526,218","$98,928,419","-$68,273,191"
140164,MEMORIAL HOSPITAL OF CARBONDALE,405 W. JACKSON,CARBONDALE,IL,62901,,167,"$428,407,301","$558,173,657","$67,510,268","$71,096,643"
140166,ST MARYS HOSPITAL,1800 EAST LAKE SHORE DRIVE,DECATUR,IL,62521,MACON,131,"$228,046,524","$330,487,005","$43,188,091","-$2,794,322"
140167,IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN AVENUE,WATSEKA,IL,60970,IROQUOIS,25,"$14,031,465","$57,253,198","$17,285,644","-$4,492,916"
140176,MEMORIAL MEDICAL CENTER,3701 DOTY ROAD,WOODSTOCK,IL,60098-,MC HENRY,32,"$30,342,988","$125,213,496","$16,327,758","-$7,904,000"
140186,RIVERSIDE MEDICAL CENTER,350 NORTH WALL STREET,KANKAKEE,IL,60901,USA,291,"$397,046,134","$661,140,140","$139,849,059","$42,146,742"
140187,ST. ELIZABETH HOSPITAL,1 SAINT ELIZABETH BLVD,OFALLON,IL,62269,ST. CLAIR,128,"$300,329,084","$368,116,684","$55,862,457","-$43,437,619"
140197,METHODIST HOSPITAL OF CHICAGO,5025 N PAULINA ST,CHICAGO,IL,60640-2772,COOK,145,"$35,573,233","$19,413,766","$18,885,765","-$2,580,342"
140200,ELMHURST MEMORIAL HOSPITAL,155 E BRUSH HILL ROAD,ELMHURST,IL,60126,DUPAGE,282,"$1,168,485,399","$1,333,931,429","$131,774,645","$11,472,960"
140209,METHODIST MEDICAL CTR OF ILLINOIS,221 N E GLEN OAK,PEORIA,IL,61636,PEORIA,198,"$591,911,625","$683,401,793","$161,077,721","$106,696,472"
140213,SILVER CROSS HOSPITAL,1900 SILVER CROSS BLVD.,NEW LENOX,IL,60451,WILL,257,"$577,137,193","$664,966,067","$125,603,268","$32,915,096"
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 W. DEMPSTER STREET,PARK RIDGE,IL,60068-,COOK,528,"$1,425,573,194","$885,801,839","$251,088,649","$79,344,401"
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON STREET,NAPERVILLE,IL,60540-7499,,298,"$1,187,317,206","$2,148,920,720","$186,053,922","$53,771,339"
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST STREET,PERU,IL,61354,,53,"$56,763,557","$184,040,682","$34,747,826","-$2,287,434"
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515-,DUPAGE,284,"$781,857,828","$507,738,633","$122,086,314","$11,680,906"
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062-1000,MADISON,130,"$190,231,622","$342,542,759","$52,142,039","$28,820,991"
140291,GOOD SHEPHERD HOSPITAL,450 W. HIGHWAY 22,BARRINGTON,IL,60010-,LAKE,156,"$364,673,108","$479,004,032","$75,666,834","$55,939,092"
160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010-5745,STORY,158,"$253,923,104","$320,051,471","$66,295,752","$27,583,053"
171378,NINNESCAH VALLEY HEALTH SYSTEMS,750 AVENUE D WEST,KINGMAN,KS,67068,KINGMAN,25,"$3,893,700","$13,287,854",,"$28,979"
180045,ST. ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,41042-4824,BOONE,148,"$276,322,794","$196,269,049","$50,642,253","$43,231,457"
190190,CALDWELL MEMORIAL HOSPITAL,411 MAIN STREET,COLUMBIA,LA,71418,CALDWELL PARISH,37,"$17,481,971","$10,605,765","$7,000,808","$619,583"
190245,MONROE SURGICAL HOSPITAL,2408 BROADMOOR BLVD.,MONROE,LA,71201,OUACHITA,10,"$13,559,095","$82,060,589","$4,989,259","-$2,853,124"
190267,FAIRWAY MEDICAL CENTER,67252 INDUSTRY LANE,COVINGTON,LA,70433,ST TAMMANY,21,"$46,762,254","$99,227,326","$6,101,640","$5,151,609"
210060,FORT WASHINGTON MEDICAL CENTER,11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,PRINCE GEORGES,31,"$29,762,271","$20,949,947","$20,471,002","$429,574"
230038,SPECTRUM HEALTH  HOSPITALS,100 MICHIGAN NE,GRAND RAPIDS,MI,49503-,KENT,1078,"$2,688,559,967","$1,695,826,751","$533,973,110","$99,255,399"
230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,1110 MICHIGAN AVE,GRAYLING,MI,49738,CRAWFORD,49,"$60,984,332","$171,445,688","$36,954,949","$511,162"
230236,METROPOLITAN HOSPITAL,5900 BYRON CENTER AVE SW,WYOMING,MI,49519-9606,KENT,186,"$365,915,842","$557,646,952","$178,665,682","-$24,443,773"
240001,NORTH MEMORIAL HEALTH CARE,3300 OAKDAVE AVENUE NORTH,ROBBINSDALE,MN,55422-2926,HENNEPIN,341,"$850,279,512","$675,934,773","$377,936,057","-$28,686,816"
240006,OLMSTED MEDICAL CENTER,1650 FOURTH STREET,ROCHESTER,MN,55904-,OLMSTED,61,"$41,918,328","$190,621,163","$95,173,139","$14,142,679"
240010,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SW,ROCHESTER,MN,55905,OLMSTED,1186,"$2,851,977,767","$2,286,179,270","$627,541,766","$658,804,669"
240014,NORTHFIELD CITY HOSPITAL,2000 NORTH AVENUE,NORTHFIELD,MN,55057-1697,DAKOTA,37,"$58,755,326","$142,358,896","$46,735,681","$2,167,926"
240020,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD,CAMBRIDGE,MN,55008-,ISANTI,57,"$52,657,930","$119,921,330","$33,225,937","$5,704,971"
240030,DOUGLAS COUNTY HOSPITAL,111 17TH AVENUE E,ALEXANDRIA,MN,56308-3798,DOUGLAS,99,"$106,602,864","$204,165,143","$43,924,338","$5,598,584"
240036,ST. CLOUD HOSPITAL,1406 6TH AVENUE NORTH,ST. CLOUD,MN,56303,STEARNS,451,"$1,171,589,867","$998,958,415","$337,304,849","$118,906,197"
240038,UNITED HOSPITAL,333 SMITH AVENUE NORTH,SAINT PAUL,MN,55102,RAMSEY,332,"$991,364,145","$586,569,599","$242,935,125","$58,269,413"
240040,RANGE REGIONAL HEALTH SERVICES,750 EAST 34TH STREET,HIBBING,MN,55746-,ST. LOUIS,79,"$69,297,571","$135,780,861","$62,201,446","$1,856,676"
240044,WINONA HEALTH SERVICES,855 MANKATO AVE,WINONA,MN,55987-0600,WINONA,53,"$37,202,792","$99,029,943","$60,331,657","$10,004,560"
240047,ST. LUKES HOSPITAL OF DULUTH,915 EAST FIRST STREET,DULUTH,MN,55805-,ST. LOUIS,238,"$432,157,407","$466,211,299","$215,008,889","$18,828,611"
240052,LAKE REGION HEALTHCARE,712 SOUTH CASCADE STREET,FERGUS FALLS,MN,56538-0728,OTTER TAIL,80,"$66,236,564","$191,169,831","$41,548,630","$898,761"
240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,ST. LOUIS PARK,MN,55426-4702,HENNEPIN,398,"$548,447,363","$548,064,453","$224,329,938","$81,902,350"
240059,REGINA HOSPITAL,1175  NININGER ROAD,HASTINGS,MN,55033-,DAKOTA,29,"$37,886,761","$74,522,159","$17,792,607","$2,935,376"
240064,GRAND ITASCA CLINIC AND HOSPITAL,1601 GOLF COURSE ROAD,GRAND RAPIDS,MN,55744-3698,ITASCA,36,"$31,403,492","$145,585,660","$45,635,821","$3,122,345"
240066,LAKEVIEW MEMORIAL,927 WEST CHURCHILL STREET,STILLWATER,MN,55082,WASHINGTON,68,"$97,833,516","$160,168,380","$44,282,846","$9,533,726"
240069,OWATONNA HOSPITAL,2250 NW 26TH STREET,OWATONNA,MN,55060,STEELE,30,"$52,935,586","$72,857,080","$18,876,143","$6,103,815"
240104,ST. FRANCIS REGIONAL MEDICAL CENTER,1455 ST. FRANCIS AVENUE,SHAKOPEE,MN,55379-,SCOTT,85,"$121,520,315","$186,620,087","$52,238,909","$23,529,256"
240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,COON RAPIDS,MN,55433-,ANOKA,403,"$1,086,106,747","$619,771,588","$235,805,893","$33,359,183"
240141,FAIRVIEW NORTHLAND REG,911 NORTHLAND DR,PRINCETON,MN,55371,SHERBURNE,34,"$43,272,887","$125,558,578","$27,608,149","$6,730,427"
240187,HUTCHINSON HEALTH CARE,1095 HIGHWAY 15 SOUTH,HUTCHINSON,MN,55350-,,49,"$56,405,230","$100,553,651","$33,961,610","$754,905"
240196,PHILLIPS EYE INSTITUTE,2215 PARK AVENUE,MINNEAPOLIS,MN,55404-,HENNEPIN,8,"$101,593","$75,376,385","$10,430,950","$3,404,434"
240210,HEALTHEAST ST JOHNS HOSPITAL,1575 BEAM AVENUE,MAPLEWOOD,MN,55109,RAMSEY,184,"$387,869,741","$410,467,066","$103,354,607","$57,110,318"
240213,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DR,WOODBURY,MN,55125,WASHINGTON,86,"$261,238,106","$233,727,404","$53,432,070","$46,867,350"
240214,MAPLE GROVE HOSPITAL,9875 HOSPITAL DRIVE,MAPLE GROVE,MN,55369-,HENNEPIN,134,"$265,522,385","$161,188,426","$54,516,794","-$9,381,029"
250058,SOUTH CENTRAL REGIONAL MEDICAL CENTR,1220 JEFFERSON STREET,LAUREL,MS,39441-,JONES,268,"$115,899,429","$183,471,114","$52,479,259","$7,434,893"
270049,ST VINCENT HEALTHCARE,1233 N. 30TH STREET,BILLINGS,MT,59101,YELLOWSTONE,235,"$559,991,826","$431,719,892","$146,160,516","$55,759,691"
290008,NORTHEASTERN NEVADA REGIONAL HOSPITA,2001 ERRECART BOULEVARD,ELKO,NV,89801,ELKO,59,"$69,703,418","$146,181,759","$21,155,896","$22,073,815"
290012,ST. ROSE DOMINICAN - DELIMA,102 EAST LAKE MEAD DRIVE,HENDERSON,NV,89015,CLARK,82,"$326,573,519","$363,792,011","$51,402,577","-$39,167,719"
290039,MOUNTAIN VIEW HOSPITAL,3100 N. TENAYA WAY,LAS VEGAS,NV,89128,CLARK,301,"$2,279,879,294","$1,068,215,463","$134,980,388","$31,516,300"
290053,ST. ROSE DOMINICAN - SAN MARTIN,8280 WEST WARM SPRINGS ROAD,LAS VEGAS,NV,89113,CLARK,136,"$732,443,615","$510,283,768","$66,020,765","-$12,187,333"
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DR.,FLEMINGTON,NJ,8822,HUNTERDON,170,"$302,837,451","$376,488,063","$115,208,733","$8,826,205"
310012,THE VALLEY HOSPITAL,223 N. VAN DIEN AVENUE,RIDGEWOOD,NJ,7450,BERGEN,365,"$1,206,510,068","$943,587,040","$248,126,007","$80,390,947"
360052,GOOD SAMARITAN HOSPITAL,2222 PHILADELPIA DRIVE,DAYTON,OH,45406-1891,MONTGOMERY,329,"$724,868,163","$818,280,768","$123,965,779","$19,620,681"
360266,MOUNT CARMEL NEW ALBANY HOSPITAL,7333 SMITHS MILL ROAD,NEW ALBANY,OH,43054,FRANKLIN,60,"$226,655,759","$101,727,362","$15,302,671","$24,010,839"
370023,DUNCAN REGIONAL HOSPITAL,1407 WHISENANT DRIVE,DUNCAN,OK,74534-,STEPHENS,81,"$109,693,832","$224,602,335","$39,109,995","-$3,583,167"
370041,BRISTOW MEDICAL CENTER,700 WEST 7TH AVE  SUITE 6,BRISTOW,OK,74010-,CREEK,55,"$155,760,485","$60,469,437","$14,679,418","$35,268"
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 W GORE,LAWTON,OK,73502-,,189,"$329,494,394","$416,790,785","$105,093,469","$1,067,616"
370100,CHOCTAW MEMORIAL HOSPITAL,1405 EAST KIRK,HUGO,OK,74743,CHOCTAW,34,"$13,103,213","$27,662,729","$5,435,785","-$405,789"
370215,OKLAHOMA HEART HOSPITAL,4050 W MEMORIAL ROAD,OKLAHOMA CITY,OK,73120-,OKLAHOMA,99,"$357,649,534","$591,342,751","$126,584,975","$23,739,944"
390025,KENSINGTON HOSPITAL,136 WEST DIAMOND STREET,PHILADELPHIA,PA,19122,,30,"$12,672,956","$4,164,180","$4,823,057","$743,588"
390030,LEHIGH VALLEY HOSPITAL - SCHUYLKILL,420 SOUTH JACKSON STREET,POTTSVILLE,PA,17901,SCHUYLKILL,157,"$42,493,139","$86,938,903","$24,051,465","-$11,906,554"
390048,GEISINGER LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,LEWISTOWN,PA,17044,MIFFLIN,109,"$112,138,400","$296,055,280","$40,972,414","$17,227,422"
390056,JC BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVENUE,HUNTINGDON,PA,16652-2350,HUNTINGDON,49,"$35,444,022","$100,308,786","$22,450,381","-$1,057,872"
390080,JEANES HOSPITAL,7600 CENTRAL AVENUE,PHILADELPHIA,PA,19111,PHILADELPHIA,146,"$833,512,843","$800,360,614","$62,447,088","-$4,860,075"
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,501 N. LANDSDOWNE AVE.,DREXEL HILL,PA,19026-,DELAWARE COUNTY,145,"$480,633,321","$567,680,229","$53,871,801","-$28,733,315"
390097,HOSPITAL,1648 HUNTINGTON PIKE,MEADOWBROOK,PA,19046,MONTGOMERY,195,"$338,764,447","$307,699,229","$78,498,693","$538,557"
390107,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,ALLEGHENY,367,"$894,934,808","$1,127,680,779","$95,372,523","$469,636"
390110,MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,CAMBRIA,389,"$529,923,464","$576,218,999","$189,179,424","$17,615,199"
390116,SUBURBAN COMMUNITY HOSPITAL,2701 DEKALB PIKE,NORRISTOWN,PA,19401,MONTGOMERY,111,"$193,973,188","$212,517,818","$28,894,380","-$27,336,836"
390117,UPMC BEDFORD MEMORIAL HOSPITAL,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,,47,"$24,447,585","$176,705,172","$13,564,360","-$271,070"
390118,BRADFORD REGIONAL MEDICAL CENTER,116 INTERSTATE PARKWAY,BRADFORD,PA,16701,,107,"$42,467,377","$95,358,919","$27,576,251","-$2,985,963"
390156,MERCY CATHOLIC MEDICAL CENTER,LANSDOWNE AVE & BAILEY RD.,DARBY,PA,19023,USA,292,"$913,855,997","$680,596,418","$121,109,263","$19,415,245"
390157,OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,MC KEES ROCKS,PA,15136,,87,"$79,029,134","$113,569,548","$23,462,811","-$3,117,554"
390164,UPMC - PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,PA,15213,ALLEGHENY,1181,"$9,490,468,101","$5,422,386,442","$511,869,895","-$70,910,295"
390203,DOYLESTOWN HOSPITAL,595 WEST STATE STREET,DOYLESTOWN,PA,18901,BUCKS,217,"$490,865,594","$686,362,121","$111,085,088","$6,112,129"
390228,ST. CLAIR MEMORIAL HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,PA,15243,ALLEGHENY,295,"$502,287,661","$619,369,791","$99,235,583","$51,852,338"
420067,BEAUFORT MEMORIAL HOSPITAL,955 S. RIBAUT ROAD,BEAUFORT,SC,29902-,BEAUFORT,167,"$251,328,252","$454,678,081","$92,698,791","-$10,068,802"
420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,CHARLESTON,316,"$529,314,023","$518,136,516","$105,424,517","$34,602,836"
420106,PALMETTO HEALTH BAPTIST PARKRIDGE,400 PALMETTO HEALTH PARKWAY,COLUMBIA,SC,29212,RICHLAND,76,"$171,588,793","$336,835,596","$36,586,206","$42,306,964"
450155,HEREFORD REGIONAL MEDICAL CTR,801 EAST 3RD STREET,HEREFORD,TX,79045-,DEAF SMITH,32,"$7,198,884","$25,851,624","$8,827,284","-$1,815,174"
450419,TX HXLTH HARRIS METHODIST HOSP AZIE,108 DENVER TRAIL,AZLE,TX,76020,TARRANT,31,"$39,318,592","$102,932,460","$15,071,115","-$3,690,412"
490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,ROUTE 2,TAPPAHANNOCK,VA,22560,ESSEX,67,"$48,377,535","$121,784,327","$15,437,501","$6,072,120"
490114,LONESOME PINE HOSPITAL,HOLTON AVENUE,BIG STONE GAP,VA,24219-,WISE,91,"$52,199,890","$323,078,242","$16,471,200","$6,588,484"
500007,ISLAND HOSPITAL,1211 24TH STREET,ANACORTES,WA,98221,SKAGIT,42,"$72,124,125","$155,757,742","$42,566,973","$2,635,866"
500033,SAMARITAN HOSPITAL,801 EAST WHEELER ROAD,MOSES LAKE,WA,98837,GRANT,48,"$78,820,129","$124,575,085","$34,340,751","$5,025,072"
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,YAKIMA,WA,98902,YAKIMA,208,"$412,557,478","$820,571,694","$225,168,078","$1,827,560"
500041,ST. JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,WA,98632-,COWLITZ,166,"$291,949,184","$407,807,905","$117,665,825","-$120,971,932"
510006,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,BRIDGEPORT,WV,26330,HARRISON,232,"$317,718,121","$439,360,262","$122,711,225","$45,261,196"
510030,DAVIS MEMORIAL HOSPITAL,GORMAN AVENUE,ELKINS,WV,26241,RANDOLPH,90,"$44,457,357","$151,544,635","$37,227,077","$2,219,009"
510058,CAMDEN-CLARK MEMORIAL HOSPITAL,800 GARFIELD AVENUE,PARKERSBURG,WV,26102,WOOD,229,"$337,104,905","$332,186,094","$70,399,501","-$1,431,696"
520004,MCHS FRANCISCAN HEALTHCARE,700 WEST AVE SOUTH,LA CROSSE,WI,54601-4783,LA CROSSE,142,"$175,973,048","$445,214,040","$141,550,734","$15,785,333"
520011,LAKEVIEW MEDICAL CENTER,1700 WEST STOUT STREET,RICE LAKE,WI,54868-,BARRON,40,"$39,632,720","$124,862,644","$23,039,281","$20,253,899"
520013,SACRED HEART HOSPITAL,900 WEST CLAIREMENT AVE,EAU CLAIRE,WI,54701,EAU CLAIRE,168,"$337,152,329","$199,049,154","$61,386,097","$51,070,031"
520017,ST. JOSEPHS HOSPITAL,2661 COUNTY HWY  I,CHIPPEWA FALLS,WI,54729,CHIPPEWA,102,"$43,677,098","$93,314,565","$24,174,923","$7,895,498"
520027,ASCENSION COLUMBIA ST MARYS OZAUKEE,13111 N. PORT WASHINGTON RD,MEQUON,WI,53097-,OZAUKEE,120,"$178,522,503","$336,377,206","$53,707,460","-$7,045,083"
520028,MONROE CLINIC,515 22ND AVENUE,MONROE,WI,53566,GREEN,58,"$79,658,243","$248,944,730","$82,378,232","$5,126,388"
520033,ASPIRUS RIVERVIEW HOSPITAL & CLINICS,410 DEWEY STREET,WISCONSIN RAPIDS,WI,54495-8080,WOOD,45,"$58,373,399","$189,961,025","$44,653,824","$20,860,396"
520035,SHEBOYGAN MEMORIAL HOSPITAL,2629 N. SEVENTH STREET,SHEBOYGAN,WI,53083-,SHEBOYGAN,136,"$149,767,888","$296,635,863","$36,102,545","$30,498,298"
520037,MARSHFIELD MEDICAL CENTER,611 ST JOSEPH AVENUE,MARSHFIELD,WI,54449,,208,"$134,604,427","$45,248,291","$17,573,556","$3,643,360"
